5,"('Al', 'Al', 0)","('Al', 'Al', 1)","('Al', 'Al', 2)","('Al', 'Al', 3)","('Al', 'Ga', 0)","('Al', 'Ga', 1)","('Al', 'Ga', 2)","('Al', 'Ga', 3)","('Al', 'In', 0)","('Al', 'In', 1)","('Al', 'In', 2)","('Al', 'In', 3)","('Al', 'O', 0)","('Al', 'O', 1)","('Al', 'O', 2)","('Al', 'O', 3)","('Al', 'O', 4)","('Ga', 'Ga', 0)","('Ga', 'Ga', 1)","('Ga', 'Ga', 2)","('Ga', 'Ga', 3)","('Ga', 'O', 0)","('Ga', 'O', 1)","('Ga', 'O', 2)","('Ga', 'O', 3)","('Ga', 'O', 4)","('In', 'Ga', 0)","('In', 'Ga', 1)","('In', 'Ga', 2)","('In', 'Ga', 3)","('In', 'In', 0)","('In', 'In', 1)","('In', 'In', 2)","('In', 'In', 3)","('In', 'In', 4)","('In', 'O', 0)","('In', 'O', 1)","('In', 'O', 2)","('In', 'O', 3)","('O', 'O', 0)","('O', 'O', 1)","('O', 'O', 2)"
151,4,0,2,0,0,0,0,0,9,0,0,4,13,0,7,8,3,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,2,4,9,0,11,11,38,14,28
152,30,6,10,14,41,33,24,22,5,0,5,9,56,1,66,104,40,46,8,18,22,58,0,90,123,76,7,3,3,5,0,0,0,0,4,8,1,17,23,340,142,606
153,4,0,2,2,6,2,2,2,3,0,2,4,11,0,12,12,4,12,0,0,8,16,0,21,19,12,11,0,3,1,0,6,0,4,4,17,0,14,15,98,28,108
154,44,0,12,4,5,0,2,0,2,0,1,0,34,0,34,21,31,0,0,0,0,5,0,3,2,2,1,0,0,0,0,0,0,0,0,1,0,4,1,76,42,58
155,68,0,10,38,10,1,5,0,21,0,5,23,59,0,72,72,63,0,0,0,0,10,0,10,6,10,5,0,1,1,4,4,0,2,2,19,0,26,30,198,102,268
156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,0,20,8,60,0,96,96,62,51,0,14,25,22,8,0,8,36,56,0,46,84,284,112,364
157,20,0,8,10,31,8,13,10,18,0,6,22,40,0,59,65,53,20,0,6,8,51,0,45,73,13,18,0,6,9,2,10,2,2,8,25,0,38,63,284,112,364
158,18,0,6,8,11,3,5,11,21,0,7,21,34,8,37,33,32,28,0,6,6,36,5,48,43,22,23,0,8,9,12,16,0,8,12,38,15,39,94,280,198,264
159,22,0,2,10,9,3,10,0,10,0,3,5,26,0,30,41,11,0,0,2,4,9,0,15,22,2,6,0,2,0,4,2,0,0,2,13,0,12,24,132,38,144
160,28,0,6,4,13,0,5,0,0,0,0,0,32,0,24,16,24,6,0,0,2,8,0,16,9,12,0,0,0,0,0,0,0,0,0,0,0,0,0,76,42,58
161,0,0,2,0,13,6,4,6,1,0,4,1,8,0,13,26,7,94,16,34,70,88,0,126,163,83,25,4,7,19,8,12,4,4,6,26,0,33,60,340,134,608
162,2,0,0,0,6,0,0,1,8,0,7,11,11,0,9,11,16,4,0,0,2,20,0,20,17,29,17,0,8,8,82,84,0,42,128,107,0,137,183,336,222,528
163,6,0,4,18,36,8,32,16,3,0,0,3,29,0,41,46,38,98,0,46,108,103,0,181,117,101,5,0,3,4,0,0,0,0,0,6,0,9,4,360,198,624
164,8,0,0,2,29,11,15,15,0,0,0,0,27,0,26,39,11,118,0,34,40,89,0,116,141,79,0,0,0,0,0,0,0,0,0,0,0,0,0,284,112,364
165,32,0,10,4,16,5,5,21,32,0,8,24,46,0,63,69,37,12,0,4,4,25,0,36,44,22,15,0,5,11,12,8,2,4,22,45,0,43,72,284,112,364
166,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,2,12,4,26,0,35,34,20,22,1,10,6,12,14,0,10,6,28,0,31,47,134,46,176
167,12,0,0,2,17,10,18,6,9,0,3,3,21,11,18,29,32,60,0,18,22,62,12,84,92,45,23,0,6,6,2,4,0,0,0,25,5,22,39,280,198,264
168,30,0,6,20,0,0,0,0,9,0,4,12,27,3,31,27,31,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,2,2,14,0,15,8,90,50,94
169,6,0,0,4,10,2,6,0,4,1,0,0,15,0,17,11,11,10,2,0,2,22,0,15,10,17,3,1,0,1,0,0,0,2,0,3,0,8,5,76,36,62
170,16,0,4,2,16,0,7,0,0,0,0,0,19,0,24,14,15,12,0,0,2,21,0,16,11,21,0,0,0,0,0,0,0,0,0,0,0,0,0,76,36,64
171,62,0,18,46,23,7,10,4,20,0,9,21,61,22,67,102,47,10,0,4,2,28,4,33,29,19,7,0,1,2,4,2,0,0,4,19,2,24,41,280,198,264
172,40,0,14,18,13,5,8,0,2,0,0,2,38,0,39,59,12,4,0,0,0,15,0,12,17,4,1,0,0,1,0,0,0,0,0,1,0,4,4,132,36,142
173,4,0,2,4,2,0,1,0,13,0,0,8,15,0,14,11,5,0,0,0,0,3,0,2,3,0,2,0,0,2,4,20,0,2,22,29,0,32,28,98,28,118
174,34,0,14,10,2,0,1,1,50,0,12,34,53,12,58,57,48,0,0,0,0,4,0,5,2,0,2,0,1,1,12,38,0,16,46,51,16,61,111,280,198,264
175,0,0,0,2,2,0,0,1,18,0,7,17,13,0,8,22,24,0,0,0,0,8,0,8,4,8,7,0,4,1,92,96,0,50,146,117,0,139,203,336,222,528
176,22,0,6,2,16,0,6,0,0,0,0,0,27,0,26,14,26,6,0,0,2,13,0,14,11,10,0,0,0,0,0,0,0,0,0,0,0,0,0,76,42,58
177,124,0,78,104,0,0,0,0,31,0,23,32,115,0,155,170,130,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2,2,0,8,23,0,42,51,360,198,648
178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,0,26,42,76,0,100,99,64,53,0,16,36,24,20,0,14,50,62,0,84,106,336,222,540
179,26,0,8,22,15,5,2,4,34,0,12,29,49,12,56,59,52,4,0,0,0,17,4,18,22,12,7,0,2,4,16,28,0,10,20,42,12,50,87,280,198,264
180,8,2,0,2,0,0,0,0,10,2,0,6,11,0,14,11,17,0,0,0,0,0,0,0,0,0,0,0,0,0,14,16,0,0,8,29,0,23,14,76,36,60
181,14,0,0,8,3,0,5,0,11,0,3,8,23,0,22,20,9,0,0,0,0,6,0,6,9,0,1,0,1,3,4,2,0,2,6,12,0,15,12,90,28,116
182,24,0,6,6,21,9,8,21,17,0,6,22,33,0,55,59,35,26,0,6,10,44,0,54,68,27,24,0,5,5,8,6,0,4,10,39,0,33,57,284,112,364
183,42,4,26,4,35,26,27,21,5,0,3,13,56,3,73,108,52,36,8,18,22,52,0,81,111,68,11,2,5,3,2,2,0,2,6,14,0,16,27,340,136,608
184,2,0,0,0,6,1,2,2,0,0,0,0,6,0,6,4,4,12,0,0,4,16,0,12,12,6,0,0,0,0,0,0,0,0,0,0,0,0,0,38,14,28
185,42,0,12,20,0,0,0,0,43,0,16,35,53,14,62,59,54,0,0,0,0,0,0,0,0,0,0,0,0,0,20,40,0,12,36,55,14,62,106,280,198,264
186,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,24,2,56,0,56,28,50,52,0,2,4,50,74,0,44,82,82,0,134,164,336,222,528
187,0,0,0,0,4,0,2,0,0,0,0,0,3,0,3,2,1,52,0,0,18,37,0,37,23,35,0,0,0,0,0,0,0,0,0,0,0,0,0,76,36,64
188,40,0,14,26,22,7,32,10,20,0,8,31,57,0,78,72,65,20,0,10,14,36,0,54,63,39,12,0,5,13,14,18,8,0,22,45,0,74,68,360,198,624
189,16,0,6,4,10,2,4,1,31,0,9,25,38,8,46,36,35,4,0,0,0,19,2,26,20,9,18,0,7,4,18,34,0,14,44,51,18,52,121,280,198,264
190,20,0,10,10,8,2,3,0,14,0,2,10,32,0,28,46,7,0,0,2,0,8,0,7,12,0,3,0,1,2,6,6,0,0,0,14,0,20,30,132,36,142
191,52,0,18,40,51,16,16,30,0,0,0,0,66,0,78,105,74,30,0,8,22,50,0,74,70,49,0,0,0,0,0,0,0,0,0,0,0,0,0,284,144,332
192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,0,10,40,40,0,44,38,17,3,0,1,3,0,0,0,0,0,4,0,3,6,98,28,118
193,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,2,6,3,0,1,10,8,0
194,74,14,36,38,32,28,31,29,3,1,1,5,71,4,98,148,83,34,6,12,12,47,0,66,94,55,2,1,2,0,0,0,0,0,0,4,0,5,8,340,158,590
195,20,0,6,12,5,0,5,0,17,0,5,5,34,0,30,42,7,0,0,0,2,3,0,8,11,1,2,0,1,2,8,6,0,0,8,17,0,17,34,132,36,142
196,42,4,6,24,3,0,3,0,35,2,30,45,53,0,75,101,42,0,0,0,0,6,0,3,7,0,2,0,2,0,38,54,6,24,34,63,0,94,136,340,134,582
197,30,2,24,24,17,7,7,1,37,3,19,31,59,0,78,106,50,4,0,2,4,18,0,31,37,27,9,3,5,8,16,24,8,10,20,45,0,63,109,340,134,608
198,42,0,12,50,23,8,27,7,27,0,14,36,68,0,94,88,80,12,0,4,12,33,0,43,50,34,13,0,4,12,8,8,4,2,16,37,0,68,60,360,198,624
199,30,0,20,40,34,10,23,10,20,0,6,30,60,0,84,74,78,14,0,4,26,46,0,70,72,40,14,0,8,17,6,6,0,0,8,32,0,54,52,360,198,624
200,0,0,0,0,0,0,0,1,13,0,6,10,9,0,5,12,10,0,0,0,0,2,0,2,1,4,4,0,1,1,104,112,0,58,176,127,0,144,237,336,222,528
201,4,2,0,4,9,0,1,0,5,2,0,3,11,0,18,10,14,2,2,0,4,17,0,11,7,13,6,1,0,2,0,4,0,0,2,12,0,11,10,76,36,62
202,0,0,2,0,2,0,2,0,7,0,3,7,5,0,6,12,6,2,0,4,4,21,0,35,36,26,26,2,9,22,44,124,18,40,70,96,0,128,189,340,128,526
203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,13,0,13,17,23,22,0,7,8,98,106,0,58,160,125,0,140,220,336,222,528
204,0,0,0,0,3,1,0,1,3,0,0,0,3,1,1,3,3,36,0,10,8,51,12,56,57,47,43,0,16,1,22,32,0,12,38,54,15,67,108,280,198,264
205,26,2,24,12,23,12,12,4,22,0,13,21,45,0,66,86,49,18,2,8,16,40,0,61,84,35,20,3,12,11,8,16,6,4,14,37,0,45,83,340,134,608
206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,0,14,44,72,0,84,90,73,43,0,21,37,32,36,0,16,54,66,0,99,114,336,222,540
207,8,0,0,0,13,0,7,0,0,0,0,0,15,0,12,10,14,26,0,0,8,25,0,28,15,22,0,0,0,0,0,0,0,0,0,0,0,0,0,76,36,64
208,26,0,10,16,21,5,8,15,30,0,9,28,49,0,60,79,41,8,0,4,2,23,0,38,42,38,15,0,5,7,12,10,4,0,12,44,0,44,69,284,112,364
209,2,0,0,0,7,0,5,0,0,0,2,0,4,0,5,5,2,28,0,10,20,32,0,35,33,10,7,0,2,5,0,0,0,0,0,8,0,7,6,98,28,118
210,18,0,4,8,28,10,9,15,12,0,4,12,38,10,39,54,42,28,0,6,12,46,8,61,58,31,19,0,9,10,4,8,0,0,4,24,10,24,57,280,198,264
211,70,0,20,34,18,9,15,8,15,0,4,14,64,19,72,98,48,18,0,2,2,28,4,35,38,20,10,0,3,4,2,2,2,0,0,16,5,17,38,280,198,264
212,24,0,10,8,25,7,7,13,22,0,4,21,46,0,54,67,38,14,0,8,16,36,0,49,60,40,21,0,5,5,10,6,2,8,8,34,0,39,66,284,112,364
213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,10,0,38,0,77,67,55,57,0,16,23,44,18,2,12,64,78,0,65,115,284,112,364
214,2,0,0,2,8,0,4,0,2,0,5,0,8,0,9,8,2,14,0,0,12,19,0,23,24,11,10,0,2,5,4,0,0,2,4,16,0,13,13,98,28,118
215,80,0,26,44,39,13,24,11,0,0,0,0,75,20,85,115,59,18,0,4,4,33,8,39,47,23,0,0,0,0,0,0,0,0,0,0,0,0,0,280,198,408
216,10,0,8,26,38,11,28,11,14,0,2,18,45,0,57,55,56,38,0,14,46,66,0,94,102,64,18,0,12,20,4,0,0,0,14,27,0,49,46,360,198,624
217,32,0,0,14,6,0,2,0,8,0,0,1,30,0,30,21,24,0,0,0,0,4,0,5,2,4,0,0,0,1,0,0,0,0,0,6,0,5,4,76,36,64
218,0,0,0,0,7,4,7,1,1,0,1,2,5,0,8,11,7,114,16,66,60,99,0,138,196,89,24,3,13,10,4,4,2,0,4,18,0,26,43,340,134,608
219,18,2,0,6,7,2,4,0,3,1,0,2,23,0,20,14,17,6,2,0,2,13,0,14,8,14,3,0,0,1,0,0,0,0,0,4,0,6,3,76,36,64
220,16,0,8,2,19,15,13,1,23,3,12,22,41,0,49,72,30,18,0,6,16,35,0,63,77,40,23,2,8,18,18,24,10,10,16,46,0,60,99,340,134,598
221,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,14,22,56,0,62,76,42,50,0,15,36,46,52,0,28,82,82,0,118,134,336,222,540
222,10,0,0,6,4,0,5,0,15,0,6,7,18,0,18,31,7,2,0,0,2,8,0,13,10,9,8,0,0,3,8,8,0,8,8,22,0,26,42,132,38,144
223,12,0,10,10,18,9,11,4,24,4,15,15,35,0,53,69,31,10,0,6,12,38,0,51,67,35,26,1,13,16,20,22,10,6,22,49,0,68,113,340,134,598
224,136,0,86,122,0,0,0,0,27,0,19,30,119,0,173,165,161,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,2,0,2,19,0,37,43,360,198,672
225,10,2,2,2,14,6,10,1,13,1,6,18,27,0,34,48,17,22,0,16,22,52,0,65,92,39,35,2,21,12,16,22,4,10,34,43,0,73,109,340,134,586
226,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96,0,36,62,95,0,134,118,92,41,0,16,35,12,6,0,4,24,43,0,58,76,360,198,552
227,36,0,8,4,8,0,3,0,3,0,1,1,34,0,29,19,28,0,0,0,0,4,0,7,4,7,1,0,0,0,0,0,0,0,0,2,0,5,1,76,42,58
228,18,0,2,26,28,10,17,7,21,0,10,29,45,0,65,60,56,18,0,6,28,50,0,69,63,63,18,0,10,25,16,10,2,2,26,43,0,72,59,360,198,600
229,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,6,26,12,46,0,54,64,29,13,1,3,4,0,2,0,2,2,8,0,12,19,134,48,176
230,30,0,8,14,21,7,10,16,22,0,8,19,46,0,56,73,48,12,0,6,0,28,0,44,46,35,17,0,2,7,18,12,2,10,18,42,0,42,68,284,112,364
231,16,0,6,4,13,0,10,1,4,0,3,6,24,0,21,32,5,8,0,0,8,19,0,20,31,9,8,0,1,2,2,2,0,2,0,13,0,10,17,132,38,144
232,10,0,4,6,17,4,9,0,2,0,1,1,21,0,19,33,5,22,0,4,14,24,0,34,43,11,3,0,0,4,0,0,0,0,0,3,0,4,8,132,38,144
233,26,0,22,16,50,20,50,17,0,0,0,0,53,0,75,88,72,66,0,24,74,85,0,146,99,87,0,0,0,0,0,0,0,0,0,0,0,0,0,360,198,648
234,88,16,58,46,16,12,10,14,24,3,13,34,88,6,118,172,111,2,0,2,0,15,0,19,27,9,5,0,0,3,2,4,4,0,4,19,1,35,47,340,154,594
235,2,0,2,2,6,1,1,4,27,0,9,15,21,8,20,22,26,4,0,2,2,19,0,28,14,13,16,0,4,0,34,96,0,24,42,68,18,78,140,280,198,240
236,10,0,0,6,2,1,0,0,11,3,0,4,18,0,13,13,17,0,0,0,0,3,0,4,3,3,3,0,0,2,2,8,0,0,4,19,0,18,11,76,36,60
237,40,0,14,38,17,9,16,5,30,0,11,52,68,0,91,77,83,4,0,4,6,26,0,37,28,38,17,0,3,12,16,12,4,4,30,44,0,73,74,360,198,600
238,82,8,50,26,16,13,16,16,18,3,11,27,80,3,102,157,83,16,0,0,6,25,0,35,50,25,5,2,7,4,6,2,2,2,2,17,1,35,44,340,142,606
239,150,0,50,84,0,0,0,0,13,0,2,10,101,26,115,149,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,7,2,15,12,280,198,408
240,42,0,14,42,28,9,25,12,23,0,9,39,64,0,94,85,79,8,0,6,20,36,0,53,65,34,17,0,4,11,4,10,8,0,8,38,0,59,46,360,198,624
241,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,4,34,33,0,35,35,9,11,0,1,7,2,2,0,0,4,11,0,12,9,98,28,118
242,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,42,10,0,22,40,0,30,35,76,24,72
243,10,0,4,0,0,0,0,0,8,0,0,2,14,0,14,12,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,8,0,4,4,38,22,20
244,4,0,0,0,11,0,6,0,0,0,0,0,10,0,10,6,10,34,0,0,10,30,0,30,19,26,0,0,0,0,0,0,0,0,0,0,0,0,0,76,36,64
245,2,0,0,0,0,0,0,0,6,0,1,4,6,0,6,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,0,2,6,16,0,12,15,38,14,28
246,18,0,6,10,18,6,5,12,20,0,6,23,30,0,51,54,31,16,0,6,4,39,0,44,55,22,26,0,6,11,18,12,4,6,24,47,0,47,77,284,112,364
247,18,0,16,4,0,0,0,0,21,4,6,8,30,0,36,43,16,0,0,0,0,0,0,0,0,0,0,0,0,0,12,12,4,2,12,24,0,30,45,134,48,176
248,2,0,0,4,16,0,2,0,0,0,0,0,10,0,12,9,12,26,0,0,14,30,0,28,16,24,0,0,0,0,0,0,0,0,0,0,0,0,0,76,36,64
249,30,6,28,8,13,6,11,3,33,3,14,30,50,0,75,96,50,4,0,0,8,25,0,33,48,19,16,1,9,11,20,26,8,12,24,47,0,64,114,340,134,608
250,4,0,2,0,12,6,8,0,0,0,0,0,13,0,11,21,0,58,0,10,26,44,0,46,60,17,0,0,0,0,0,0,0,0,0,0,0,0,0,132,36,142
251,36,8,16,6,17,10,6,9,0,0,0,0,40,4,42,58,30,4,0,0,2,14,0,22,25,11,0,0,0,0,0,0,0,0,0,0,0,0,0,134,56,170
252,0,0,0,0,3,0,4,0,2,0,1,1,4,0,4,8,0,30,0,0,22,29,0,38,46,16,15,0,4,9,4,4,0,0,6,15,0,15,29,132,38,144
253,20,4,18,22,10,7,11,5,38,2,14,20,48,0,64,89,39,6,0,2,2,20,0,34,43,24,19,2,8,7,16,38,16,14,34,54,0,74,112,340,134,598
254,8,0,0,4,8,1,2,1,0,0,0,0,12,0,12,10,8,2,0,0,0,10,0,6,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,38,22,20
255,18,0,8,4,20,10,16,14,19,0,0,14,35,9,38,49,39,28,0,4,12,41,9,55,61,29,19,0,10,4,10,8,0,4,8,32,10,31,62,280,198,264
256,10,0,4,6,10,6,5,10,30,0,7,22,24,0,48,44,34,12,0,0,6,27,0,36,43,19,22,0,8,7,32,16,4,10,34,65,0,58,98,284,112,364
257,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,24,0,54,0,54,27,46,53,0,2,5,50,74,0,44,80,84,0,137,168,336,222,528
258,54,0,18,22,0,0,0,0,31,0,14,73,56,0,62,75,57,0,0,0,0,0,0,0,0,0,0,0,0,0,52,50,0,26,76,82,0,117,140,360,198,540
259,44,0,34,40,53,18,50,22,0,0,0,0,70,0,96,112,87,42,0,20,46,68,0,118,82,96,0,0,0,0,0,0,0,0,0,0,0,0,0,360,198,648
260,4,0,0,2,6,1,1,3,0,0,0,0,8,0,7,6,5,10,0,0,4,14,0,11,10,5,0,0,0,0,0,0,0,0,0,0,0,0,0,38,14,28
261,18,0,6,6,19,6,9,23,16,0,5,13,30,0,45,52,27,32,0,12,12,45,0,66,75,38,27,0,6,9,10,4,0,4,12,41,0,31,53,284,112,364
262,0,2,0,0,0,0,0,0,11,0,0,5,8,0,8,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,10,26,0,0,12,32,0,22,27,76,24,72
263,30,0,12,20,46,17,45,15,0,0,0,0,49,0,67,73,51,70,0,32,88,89,0,153,115,90,0,0,0,0,0,0,0,0,0,0,0,0,0,360,198,624
264,16,0,12,14,8,0,3,0,11,0,4,3,27,0,29,29,8,0,0,0,0,5,0,5,6,5,1,0,0,4,0,2,0,2,2,12,0,13,11,98,28,118
265,90,14,56,58,31,23,16,26,7,3,5,13,87,4,117,167,105,10,2,4,2,27,1,42,58,40,3,0,2,2,0,0,0,0,2,8,0,11,22,340,158,598
266,46,0,12,20,0,0,0,0,7,0,6,6,39,0,40,38,10,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,8,0,8,9,98,28,118
267,36,0,10,14,20,8,9,17,24,0,6,18,49,0,62,76,39,12,0,0,2,28,0,40,47,31,16,0,7,8,12,8,2,6,20,39,0,40,68,284,112,364
268,38,0,30,30,46,18,52,17,0,0,0,0,65,0,91,109,86,62,0,20,56,73,0,125,83,97,0,0,0,0,0,0,0,0,0,0,0,0,0,360,198,648
269,34,0,8,16,21,10,10,13,29,0,8,22,50,0,71,84,56,6,0,2,4,27,0,36,43,27,18,0,2,3,6,8,4,4,12,39,0,35,62,284,112,364
270,4,0,0,4,9,1,0,2,0,0,0,0,11,0,9,8,5,4,0,0,4,11,0,9,8,5,0,0,0,0,0,0,0,0,0,0,0,0,0,38,22,20
271,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,152,0,50,64,104,0,134,164,70,16,0,2,4,0,2,0,2,0,12,0,8,16,284,112,364
272,36,0,14,26,10,6,21,7,27,0,11,42,61,0,75,71,78,12,0,6,6,27,0,41,39,34,22,0,5,12,16,18,8,0,34,50,0,82,80,360,198,600
273,20,0,6,6,22,5,6,16,16,0,8,27,34,0,46,57,33,14,0,6,6,34,0,52,54,26,25,0,7,7,20,8,2,4,20,48,0,44,73,284,112,364
274,62,0,10,36,0,0,0,0,10,0,8,6,48,0,48,65,14,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,9,0,8,15,132,38,136
275,18,0,4,18,11,5,6,5,31,0,9,44,42,0,42,80,49,4,0,4,0,24,0,28,21,18,11,0,6,11,40,48,0,24,76,72,0,103,120,336,222,540
276,2,0,2,2,9,4,4,3,14,0,3,21,17,0,21,25,13,18,0,4,6,37,0,47,56,26,33,0,10,10,34,34,10,6,44,62,0,74,111,284,112,364
277,10,0,2,0,18,6,9,14,0,0,0,0,20,0,19,26,9,128,0,38,46,92,0,119,148,62,5,0,2,4,0,0,0,0,0,4,0,4,6,284,112,364
278,0,0,4,2,10,1,3,0,13,0,7,11,16,0,16,24,24,2,0,8,2,22,0,34,51,18,20,0,11,17,44,106,16,30,62,83,0,118,162,340,128,564
279,76,0,26,42,42,12,23,7,0,0,0,0,73,16,86,110,57,16,0,6,8,35,12,38,52,25,0,0,0,0,0,0,0,0,0,0,0,0,0,280,198,408
280,8,0,8,8,14,3,8,0,4,0,1,3,26,0,23,21,4,10,0,4,6,15,0,17,19,6,1,0,0,1,2,2,0,0,0,3,0,7,6,98,28,118
281,82,0,24,48,39,15,19,16,0,0,0,0,73,21,83,109,54,16,0,2,10,35,7,41,53,28,0,0,0,0,0,0,0,0,0,0,0,0,0,280,198,408
282,60,18,28,28,45,32,35,29,0,0,0,0,70,6,96,127,93,32,4,22,18,52,0,71,120,55,0,0,0,0,0,0,0,0,0,0,0,0,0,340,158,598
283,48,0,14,46,19,13,26,8,28,0,10,34,68,0,97,88,82,16,0,0,10,36,0,44,49,37,13,0,4,13,4,8,4,2,20,34,0,60,60,360,198,624
284,10,0,0,2,16,0,8,0,0,0,0,0,15,0,18,13,11,18,0,0,4,25,0,22,12,25,0,0,0,0,0,0,0,0,0,0,0,0,0,76,36,64
285,16,0,18,20,0,0,0,0,57,0,11,68,59,0,59,47,59,0,0,0,0,0,0,0,0,0,0,0,0,0,36,58,0,32,102,79,0,129,152,336,222,540
286,2,0,0,0,7,0,6,1,2,0,1,2,8,0,7,14,0,24,0,0,14,31,0,33,45,11,14,0,1,7,2,6,0,2,0,15,0,15,21,132,36,142
287,4,0,0,0,6,2,4,0,2,0,0,2,7,0,13,7,9,14,4,0,6,28,0,18,12,20,8,0,0,2,0,2,0,0,0,5,0,9,8,76,36,62
288,16,0,2,8,6,0,5,1,14,0,4,9,26,0,25,41,9,2,0,0,0,11,0,8,13,0,3,0,1,2,6,8,0,0,8,19,0,18,27,132,38,140
289,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,0,12,30,37,0,42,39,12,6,0,4,4,0,0,0,0,0,7,0,5,5,98,28,118
290,56,0,16,36,46,17,23,13,0,0,0,0,65,16,76,94,48,28,0,6,14,43,12,48,68,34,0,0,0,0,0,0,0,0,0,0,0,0,0,280,198,408
291,2,0,0,4,7,5,6,3,14,0,3,8,13,4,16,18,16,24,0,8,22,40,13,54,57,39,34,0,11,10,12,38,0,10,26,55,11,54,89,280,198,264
292,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,0,22,44,67,0,85,90,52,59,0,16,30,28,28,0,18,64,71,0,99,118,336,222,540
293,0,0,0,0,4,1,4,4,5,0,3,4,5,4,4,8,11,22,0,12,24,42,17,46,59,61,46,0,13,14,20,34,0,10,26,61,7,74,78,280,198,264
294,172,40,138,76,5,3,3,5,0,0,0,0,116,14,155,245,195,0,0,0,0,6,0,3,7,4,0,0,0,0,0,0,0,0,0,0,0,0,0,340,188,588
295,50,0,20,38,19,10,30,10,17,0,6,26,65,0,90,79,76,30,0,10,22,43,0,63,70,45,17,0,5,15,6,0,0,10,4,30,0,44,52,360,198,624
296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,4,6,0,14,14,11,13,0,0,11,20,28,0,12,22,48,0,41,61,132,36,112
297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,0,28,48,90,0,123,99,89,42,0,21,40,24,6,0,2,38,48,0,69,90,336,222,540
298,16,0,4,18,4,1,1,0,12,0,0,7,25,0,25,23,8,0,0,0,0,3,0,3,5,0,1,0,1,1,2,4,0,2,8,13,0,14,23,98,28,118
299,20,0,10,12,8,2,7,0,6,0,1,2,27,0,27,27,14,2,0,0,2,9,0,13,10,10,0,0,1,3,0,0,0,0,0,5,0,3,5,90,28,116
300,0,0,0,0,0,0,1,0,9,0,2,9,6,0,4,11,11,0,0,0,0,3,0,2,6,4,4,0,2,1,112,116,0,62,178,129,0,129,245,336,222,528
301,32,0,14,18,5,5,1,0,7,0,5,2,30,0,36,32,15,0,0,0,0,8,0,6,5,0,0,0,1,1,2,0,0,0,0,6,0,5,7,98,28,118
302,64,0,36,42,46,21,55,14,0,0,0,0,77,0,104,108,104,36,0,10,36,61,0,103,93,79,0,0,0,0,0,0,0,0,0,0,0,0,0,360,198,648
303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88,0,28,30,70,0,106,117,66,37,0,12,17,22,4,0,4,14,46,0,36,63,284,112,364
304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,6,13,0,17,13,8,16,0,1,4,12,18,0,6,20,30,0,28,32,98,28,102
305,36,0,30,14,11,0,6,0,0,0,0,0,39,0,38,38,42,0,0,0,2,5,0,9,6,9,0,0,0,0,0,0,0,0,0,0,0,0,0,98,28,118
306,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,8,0,9,9,8,7,5,0,8,32,88,18,0,80,82,0,76,111,200,68,268
